subr_numb,cust_numb,telp_type,subr_stts,subr_type,sms_lang,ivr_lang,ussd_lang,comp_code,grup_code,blpd_code,cc_lang,last_chng_dttm,frst_swon_dttm,swon_dttm,swon_resn_code,card_numb
66812223878,52345520,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223888,52345521,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223898,52345522,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223908,52345523,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223918,52345524,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223928,52345525,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223938,52345526,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223948,52345527,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223958,52345528,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223968,52345529,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223978,52345530,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223988,52345531,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812223998,52345532,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224008,52345533,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224018,52345534,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224028,52345535,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224038,52345536,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224048,52345537,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224058,52345538,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224068,52345539,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224078,52345540,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224088,52345541,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224098,52345542,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224108,52345543,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224118,52345544,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224128,52345545,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224138,52345546,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224148,52345547,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224158,52345548,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224168,52345549,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224178,52345550,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224188,52345551,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224198,52345552,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224208,52345553,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224218,52345554,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224228,52345555,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224238,52345556,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224248,52345557,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224258,52345558,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224268,52345559,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224278,52345560,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224288,52345561,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224298,52345562,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224308,52345563,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224318,52345564,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224328,52345565,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224338,52345566,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224348,52345567,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224358,52345568,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224368,52345569,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224378,52345570,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224388,52345571,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224398,52345572,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224408,52345573,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224418,52345574,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224428,52345575,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224438,52345576,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224448,52345577,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224458,52345578,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224468,52345579,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224478,52345580,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224488,52345581,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224498,52345582,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224508,52345583,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224518,52345584,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224528,52345585,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224538,52345586,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224548,52345587,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224558,52345588,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224568,52345589,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224578,52345590,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224588,52345591,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224598,52345592,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224608,52345593,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224618,52345594,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224628,52345595,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224638,52345596,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224648,52345597,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224658,52345598,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224668,52345599,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224678,52345600,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224688,52345601,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224698,52345602,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224708,52345603,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224718,52345604,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224728,52345605,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224738,52345606,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224748,52345607,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224758,52345608,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224768,52345609,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224778,52345610,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224788,52345611,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224798,52345612,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224808,52345613,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224818,52345614,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224828,52345615,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224838,52345616,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224848,52345617,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224858,52345618,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224868,52345619,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224878,52345620,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224888,52345621,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224898,52345622,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224908,52345623,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224918,52345624,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224928,52345625,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224938,52345626,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224948,52345627,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224958,52345628,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224968,52345629,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224978,52345630,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224988,52345631,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812224998,52345632,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225008,52345633,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225018,52345634,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225028,52345635,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225038,52345636,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225048,52345637,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225058,52345638,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225068,52345639,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225078,52345640,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225088,52345641,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225098,52345642,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225108,52345643,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225118,52345644,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225128,52345645,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225138,52345646,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225148,52345647,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225158,52345648,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225168,52345649,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225178,52345650,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225188,52345651,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225198,52345652,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225208,52345653,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225218,52345654,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225228,52345655,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225238,52345656,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225248,52345657,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225258,52345658,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225268,52345659,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225278,52345660,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225288,52345661,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225298,52345662,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225308,52345663,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225318,52345664,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225328,52345665,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225338,52345666,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225348,52345667,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225358,52345668,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225368,52345669,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225378,52345670,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225388,52345671,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225398,52345672,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225408,52345673,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225418,52345674,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225428,52345675,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225438,52345676,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225448,52345677,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225458,52345678,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225468,52345679,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225478,52345680,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225488,52345681,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225498,52345682,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225508,52345683,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225518,52345684,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225528,52345685,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225538,52345686,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225548,52345687,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225558,52345688,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225568,52345689,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225578,52345690,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225588,52345691,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225598,52345692,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225608,52345693,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225618,52345694,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225628,52345695,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225638,52345696,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225648,52345697,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225658,52345698,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225668,52345699,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225678,52345700,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225688,52345701,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225698,52345702,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225708,52345703,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225718,52345704,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225728,52345705,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225738,52345706,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225748,52345707,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225758,52345708,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225768,52345709,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225778,52345710,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225788,52345711,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225798,52345712,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225808,52345713,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225818,52345714,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225828,52345715,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225838,52345716,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225848,52345717,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225858,52345718,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225868,52345719,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225878,52345720,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225888,52345721,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225898,52345722,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225908,52345723,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225918,52345724,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225928,52345725,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225938,52345726,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225948,52345727,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225958,52345728,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225968,52345729,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225978,52345730,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225988,52345731,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812225998,52345732,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226008,52345733,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226018,52345734,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226028,52345735,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226038,52345736,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226048,52345737,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226058,52345738,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226068,52345739,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226078,52345740,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226088,52345741,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226098,52345742,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226108,52345743,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226118,52345744,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226128,52345745,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226138,52345746,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226148,52345747,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226158,52345748,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226168,52345749,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226178,52345750,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226188,52345751,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226198,52345752,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226208,52345753,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226218,52345754,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226228,52345755,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226238,52345756,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226248,52345757,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226258,52345758,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226268,52345759,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226278,52345760,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226288,52345761,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226298,52345762,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226308,52345763,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226318,52345764,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226328,52345765,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226338,52345766,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226348,52345767,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226358,52345768,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
